"","title","avg_rating","genres","author","num_pages","price","publish_date","rating_1","rating_2","rating_3","rating_4","rating_5","review"
"164","Dead in the Family",3.89,"Romance, Fiction, Fantasy, Paranormal, Urban Fantasy, Vampires","Charlaine Harris",311,"$20.11","5/4/10",1577,8821,38717,50484,44905,28901
"165","The Adventures of Sherlock Holmes",4.31,"Mystery, Classics, Fiction, Crime, Short Stories","Arthur Conan Doyle",339,"$464.65","10/22/98",1082,3439,27771,77417,103124,42567
"166","Different Seasons",4.35,"Horror, Short Stories, Fiction, Thriller","Stephen King",560,"$8.89","2/16/95",514,2396,19054,53854,80140,31192
"167","A Doll's House",3.71,"Academic, School, Classics, Drama, Plays, Fiction","Henrik Ibsen",122,"$5.38","4/26/07",2020,7921,26798,34066,21804,18522
"168","Preludes & Nocturnes",4.26,"Graphic Novels, Fiction, Fantasy, Graphic Novels Comics, Comics, Sequential Art, Horror","Neil Gaiman",233,"$5.99","12/1/98",4957,5992,21318,50434,93280,35196
"169","The Mammoth Hunters",3.9,"Romance, Adult Fiction, Fiction, Historical Fiction, Fantasy, Novels, Adult, Historical, Prehistoric, Adventure","Jean M. Auel",688,"$5.60","6/25/02",682,3491,14639,20061,17846,11344
"170","Lady Chatterley's Lover",3.5,"Fiction, Classics, Literature, Romance","D.H. Lawrence",376,"$509.83","6/12/83",3344,10546,29685,28412,16618,17721
"171","The Iron Daughter",4.12,"Paranormal, Fairies, Romance, Young Adult, Fantasy","Julie Kagawa",359,"$9.33","7/20/10",1758,4662,18906,34279,46420,21205
"172","The Demon King",4.19,"Fantasy, Magic, Young Adult, High Fantasy","Cinda Williams Chima",506,"$8.99","10/6/09",1079,1834,8080,20620,26230,11569
"173","The Battle for Skandia",4.33,"Fantasy, Adventure, Fiction, Young Adult","John Flanagan",294,"$4.75","3/18/08",601,1446,9390,23898,38727,14812
"174","Tortilla Flat",3.83,"Literature, Classics, Fiction","John Steinbeck",256,"$39.99","7/26/01",503,2332,10831,15374,10257,7859
"175","The Bronze Horseman",4.32,"Historical Fiction, Historical Romance, Historical, Romance, Fiction","Paullina Simons",637,"$4.33","4/26/01",1509,2492,6041,13504,33623,11434
"176","The Fiery Heart",4.37,"Romance, Young Adult, Fantasy, Paranormal, Vampires","Richelle Mead",420,"$10.90","11/19/13",391,1205,6887,18920,33188,12118
"177","The Magus",4.05,"Mystery, Classics, Fiction, Literature, Fantasy","John Fowles",656,"$7.73","1/4/01",1169,2539,7208,13738,18012,8533
"178","Seabiscuit: An American Legend",4.21,"Nonfiction, Sports and Games, Sports, Biography, History, Animals","Laura Hillenbrand",457,"$4.95","7/1/03",1511,3731,19406,46091,59157,25979
"179","House of Leaves",4.12,"Horror, Mystery, Fantasy, Fiction","Mark Z. Danielewski",705,"$13.58","3/7/00",3869,6067,15043,29154,51181,21063
"180","A Little Princess",4.19,"Fiction, Young Adult, Classics, Childrens","Frances Hodgson Burnett",242,"$13.99","2/26/02",3739,7726,40374,83925,115982,50349
"181","Jonathan Livingston Seagull",3.82,"Inspirational, Spirituality, Classics, Fiction, Philosophy, Fantasy","Richard Bach",112,"$9.78","2/7/06",6792,15434,39830,51656,60206,34784
"182","The Crystal Cave",4.13,"Fiction, Historical Fiction, Fantasy, Arthurian, Historical, Mythology","Mary  Stewart",494,"$30.15","5/1/03",328,1284,7218,14913,15902,7929
"183","The Complete Works",4.49,"Fiction, Classics, Poetry, Plays","William Shakespeare",1248,"$6.39","9/8/90",484,723,4444,11455,31113,9644
"184","The Adventures of Tom Sawyer",3.9,"Academic, Historical Fiction, Historical, Childrens, School, Classics, American, Fiction, Literature, Novels, Young Adult, Adventure","Mark Twain",244,"$7.25","2/28/06",14184,38691,160392,246683,215938,135178
"185","Divine Secrets of the Ya-Ya Sisterhood",3.81,"Contemporary, Womens Fiction, Chick Lit, Fiction, Adult Fiction","Rebecca Wells",383,"$13.99","12/7/04",16333,36341,124913,166987,150869,99089
"186","Walks Away Woman",4.32,"Survival, Literature, Fiction, Adventure","Ki Longfellow",254,"$19.42","12/7/13",4,6,29,500,336,175
"187","The Fountainhead",3.86,"Fiction, Classics, Literature, Philosophy","Ayn Rand",704,"$4,500.00","9/1/96",19330,20114,47440,82799,107351,55407
"188","The Testament",3.85,"Mystery, Thriller, Fiction","John Grisham",535,"$174.99","12/28/99",1096,5352,26409,34989,26292,18828
"189","Me Before You",4.26,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","Jojo Moyes",369,"$5.60","12/31/12",13913,28766,117391,310277,459768,186023
"190","The Burning Bridge",4.3,"Action, Fiction, Fantasy, Young Adult, Childrens, Young Adult Fantasy, Teen, Middle Grade, Historical, Adventure, Medieval","John Flanagan",262,"$10.14","6/8/06",740,2114,12771,30884,47294,18761
"191","The House of Mirth",3.95,"Historical Fiction, Historical, Classics, Fiction, Literature","Edith Wharton",351,"$9.82","1/19/06",1893,4288,15487,27117,26019,14961
"192","The Quiet American",3.97,"Fiction, Historical Fiction, Literature, Historical, War, Classics","Graham Greene",180,"$12.74","8/31/04",330,1644,8763,18390,11641,8154
"193","The Turn of the Screw",3.44,"Mystery, Fiction, Gothic, Horror, Classics","Henry James",131,"$7.30","4/26/94",3683,10895,26681,24460,14444,16033
"194","The Four Agreements: A Practical Guide to Personal Freedom",4.15,"Self Help, Philosophy, Nonfiction, Spirituality","Miguel Ruiz",168,"$0.99","9/14/01",3168,7364,23736,43698,69670,29527
"195","The Firm",4,"Suspense, Mystery, Fiction, Crime, Legal Thriller, Thriller","John Grisham",76,"$16.99","2/15/00",5390,20845,115944,203237,176075,104298
"196","The Raven Boys",4.06,"Young Adult, Romance, Paranormal, Fantasy","Maggie Stiefvater",409,"$14.99","9/18/12",5548,10114,35116,75626,84863,42253
"197","Sarah's Key",4.15,"Historical Fiction, War, Historical, World War II, Fiction, Holocaust","Tatiana de Rosnay",294,"$14.52","6/26/07",4259,13658,59900,147053,157663,76507
"198","A Widow for One Year",3.75,"Contemporary, Fiction","John Irving",576,"$12.62","6/1/04",978,3788,15421,21457,12515,10832
"199","The Crossing",4.12,"Novels, Literature, Westerns, Fiction","Cormac McCarthy",426,"$12.14","6/7/94",202,860,4753,10909,10472,5439
"200","Empire Falls",3.92,"Contemporary, Fiction","Richard Russo",483,"$5.60","4/12/02",1583,5474,22474,41104,30168,20161
"201","Oryx and Crake",4.01,"Post Apocalyptic, Fiction, Science Fiction, Dystopia, Apocalyptic, Fantasy","Margaret Atwood",389,"$5.60","3/30/04",4032,9863,36725,74752,69795,39033
"202","Lock and Key",4.01,"Fiction, Young Adult, Contemporary, Romance","Sarah Dessen",432,"$18.88","4/22/08",2012,6715,29164,46349,50023,26853
"203","The Pact",4,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","Jodi Picoult",512,"$8.51","8/29/06",3837,12413,53533,91977,91107,50573
"204","Nickel and Dimed: On (Not) Getting by in America",3.62,"Nonfiction, Politics, Economics, Autobiography, Sociology, Memoir","Barbara Ehrenreich",240,"$4.16","5/1/02",10920,15178,42636,57736,41467,33587
"205","Messenger",3.91,"Fiction, Young Adult, Fantasy, Dystopia, Science Fiction","Lois Lowry",169,"$10.70 to $16.00","8/22/06",841,5023,25478,40415,28797,20111
"206","The Shining",4.2,"Horror, Classics, Fiction, Thriller","Stephen King",447,"$7.96","7/1/80",19990,31493,135821,315687,453945,191387
"207","The Witching Hour",4.11,"Horror, Paranormal, Witches, Fiction, Fantasy","Anne Rice",1207,"$3.83","11/4/04",1986,4895,16537,29257,42707,19076
"208","Blue Moon",3.61,"Young Adult, Romance, Paranormal, Fantasy","Alyson Noel",284,"$12.99","7/7/09",4157,9924,22667,22444,22751,16389
"209","Blue Moon",4.05,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires","Laurell K. Hamilton",418,"$12.99","9/24/02",796,2950,12179,18903,23238,11613
"210","Hunted",3.93,"Young Adult, Vampires, Paranormal, Fantasy","P.C. Cast",323,"$68.95","3/10/09",4386,11297,34419,44108,59771,30796
"211","Dark Flame",3.74,"Young Adult, Romance, Paranormal, Fantasy","Alyson Noel",320,"$5.55","6/22/10",2522,6001,14470,14756,19093,11368
"212","Everything Is Illuminated",3.9,"Historical Fiction, Contemporary, Historical, Fiction, Novels","Jonathan Safran Foer",276,"$11.23","4/1/03",4498,10890,32836,55584,52138,31189
"213","Life of Pi",3.9,"Contemporary, Classics, Fantasy, Fiction, Adventure","Yann Martel",460,"$4.99","8/29/06",42439,80044,238491,423145,402854,237395
"214","Tales of the City",4.04,"GLBT, Humor, Fiction, Queer, LGBT","Armistead Maupin",272,"$11.25","4/26/89",517,1539,6231,11464,12251,6400
"215","The Jungle",3.73,"Historical Fiction, Historical, Classics, Fiction, Literature","Upton Sinclair",335,"$10.10","4/1/03",3950,10023,31452,43146,31296,23973
"216","Tara Road",3.89,"Romance, Womens Fiction, Ireland, Fiction, Cultural, Chick Lit","Maeve Binchy",648,"$4.97","7/18/00",840,3470,17683,26707,19928,13726
"217","Chosen",3.92,"Young Adult, Vampires, Paranormal, Fantasy","P.C. Cast",307,"$38.71","3/4/08",6741,16010,47694,59773,82335,42511
"218","Night",4.32,"Nonfiction, World War II, Classics, Memoir, Biography, History, Autobiography, Holocaust","Elie Wiesel",120,"$7.16 to $23.96","1/16/06",10272,22117,103195,268259,448212,170411
"219","Guilty Pleasures",4.02,"Horror, Urban Fantasy, Paranormal, Vampires, Romance, Fantasy","Laurell K. Hamilton",355,"$25.63","8/3/04",3433,7065,24064,38699,51522,24957
"220","The Cay",3.75,"Fiction, Historical Fiction, Young Adult, Academic, Childrens, Survival, Read For School, School, Historical, Middle Grade, Classics, Adventure","Theodore Taylor",156,"$9.47","4/8/03",933,2467,7942,10061,8350,5951
"221","The One",4.21,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy","Kiera Cass",323,"$189.90","5/6/14",4367,12514,45759,90576,145153,59674
"222","Redeeming Love",4.49,"Historical Fiction, Historical, Romance, Fiction, Christian, Christian Fiction","Francine Rivers",464,"$2.50","5/9/05",3304,4796,14718,36561,124610,36798
"223","Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26,"Religion, Humor, Historical Fiction, Historical, Comedy, Fiction, Fantasy","Christopher Moore",444,"$33.74","5/25/04",2792,5161,18027,40937,72377,27859
"224","Persuasion",4.13,"Fiction, Classics, Romance","Jane Austen",249,"$1.98","3/18/04",8610,18253,80748,152782,205632,93205
"225","The Invisible Man",3.63,"Fantasy, Classics, Science Fiction, Fiction","H.G. Wells",192,"$20.74","9/3/02",1966,9792,39537,41944,22593,23166
"226","The Color of Water: A Black Man's Tribute to His White Mother",4.08,"Nonfiction, Autobiography, Biography, Cultural, Memoir, African American","James McBride",291,"$4.90","1/14/04",1302,3420,17189,35949,35718,18716
"227","The Nightingale",4.56,"Fiction, Historical Fiction, Historical, World War II, War","Kristin Hannah",440,"$4.00","2/3/15",4010,7255,29854,120659,337795,99915
"228","The Vampire Lestat",4.07,"Horror, Paranormal, Vampires, Fiction, Fantasy","Anne Rice",481,"$25.00","8/31/04",1610,7083,32775,58524,62658,32530
"229","The Queen of the Damned",3.88,"Horror, Paranormal, Vampires, Fiction, Fantasy","Anne Rice",448,"$19.39","11/29/97",1930,8418,32977,42141,40556,25204
"230","The Forty Rules of Love",4.16,"Novels, Historical, Fiction, Historical Fiction","Elif Shafak",354,"$13.99","2/18/10",2840,4878,13841,29048,48168,19755
"231","The Heir",3.82,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction","Kiera Cass",342,"$38.34","5/5/15",4050,12575,43049,55035,50788,33099
"232","Finale",4.21,"Paranormal, Romance, Young Adult, Angels, Fantasy","Becca Fitzpatrick",464,"$20.99 to $27.99","10/23/12",2610,6046,18785,33209,65303,25191
"233","The Dead Zone",3.91,"Horror, Fantasy, Thriller, Fiction","Stephen King",402,"$3.20","8/26/80",1486,7581,40120,58756,46342,30857
"234","The Rescue",4.1,"Fiction, Chick Lit, Womens Fiction, Romance","Nicholas Sparks",352,"$11.60","4/1/05",1777,6179,31940,53183,66036,31823
"235","The Magic Mountain",4.14,"European Literature, German Literature, Classics, Fiction, Literature, Novels, Philosophy","Thomas Mann",706,"$946.59","4/26/96",665,1496,4655,8990,13936,5948
"236","The Book of Negroes",4.46,"Fiction, Historical Fiction, Canada, Cultural, Historical, Africa","Lawrence Hill",470,"$38.17","1/12/15",397,855,5174,21033,37848,13061
"237","Ragtime",3.88,"Fiction, Historical Fiction, Literature, Historical, Novels, Classics","E.L. Doctorow",320,"$11.12","11/17/10",656,1944,8203,13710,9863,6875
"238","Real",4.2,"Romance, Contemporary, Sports, New Adult, Sports and Games, Contemporary Romance","Katy Evans",293,"$3.08 to $11.73","4/8/13",2585,4299,13137,26420,48727,19034
"239","Les Fleurs du Mal",4.26,"France, European Literature, Classics, Cultural, French Literature, Poetry","Charles Baudelaire",365,"$76.15","10/1/83",551,1280,5750,13325,20800,8341
"240","The History of Tom Jones, a Foundling",3.74,"18th Century, Romance, English Literature, Humor, Fiction, Historical Fiction, Literature, European Literature, British Literature, Historical, Novels, Classics","Henry Fielding",975,"$101.29","9/27/05",1097,2585,7869,9693,8517,5952
"241","Sense and Sensibility",4.06,"Fiction, Classics, Romance","Jane Austen",409,"$8.92","4/29/03",20210,37828,154904,300262,346842,172009
"242","The Hobbit: Graphic Novel",4.48,"Graphic Novels, Fiction, Fantasy, Comics, Sequential Art, Classics","Chuck Dixon",133,"$1.66","11/1/90",1012,2186,14373,42741,97710,31604
"243","Change of Heart",3.92,"Adult Fiction, Womens Fiction, Contemporary, Fiction, Chick Lit","Jodi Picoult",448,"$14.25","3/4/08",1457,5184,23589,37908,30791,19786
"244","Bleak House",4.01,"Fiction, Classics, Literature, 19th Century","Charles Dickens",1017,"$9.08","1/6/06",2252,5143,16653,28739,34328,17423
"245","Marked",3.8,"Young Adult, Vampires, Paranormal, Fantasy","P.C. Cast",306,"$14.73","5/1/07",23024,36566,87185,105116,148099,79998
"246","Suzanne's Diary for Nicholas",4.16,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","James Patterson",289,"$4.16","8/1/03",2266,5646,22047,40420,61727,26421
"247","Faith of the Fallen",4.12,"Fantasy, Epic Fantasy, Fiction","Terry Goodkind",785,"$5.60","12/15/01",1452,3235,10270,17852,28297,12221
"248","Love in the Time of Cholera",3.9,"Historical Fiction, Historical, Classics, Romance, Fiction, Magical Realism","Gabriel Garcí_a Míçrquez",348,"$5.60","10/5/03",12260,25992,72181,122930,126409,71954
"249","A Time to Kill",4.06,"Suspense, Mystery, Fiction, Crime, Thriller","John Grisham",515,"$7.97","3/15/04",12382,26665,127681,234671,254250,131130
"250","The Eternity Code",4.05,"Fantasy, Fiction, Young Adult","Eoin Colfer",352,"$35.80","4/6/06",1179,3789,23550,42068,39781,22073
"251","All the Pretty Horses",3.98,"Historical Fiction, Historical, Classics, Fiction, Literature, Westerns","Cormac McCarthy",302,"$5.55","6/29/93",1642,4348,16267,33695,28379,16866
"252","The Edge of Never",4.25,"New Adult, Contemporary, Romance, Contemporary Romance, Young Adult","J.A. Redmerski",426,"$5.60","11/15/12",3033,5468,18147,38284,71699,27326
"253","The Fall",4.05,"Cultural, Classics, Fiction, Literature, Philosophy, France","Albert Camus",147,"$2.57","5/7/91",642,2500,11695,22830,21752,11884
"254","Message in a Bottle",3.96,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","Nicholas Sparks",342,"$2.56 to $3.66","12/1/99",4745,12647,46725,64070,77025,41042
"255","The Guardian",4.15,"Contemporary, Mystery, Womens Fiction, Adult, Chick Lit, Romance, Drama, Fiction, Contemporary Romance, Love, Adult Fiction","Nicholas Sparks",400,"$9.08","4/1/05",1945,5814,27775,48847,68004,30477
"256","Nights in Rodanthe",3.83,"Romance, Womens Fiction, Chick Lit, Fiction","Nicholas Sparks",222,"$9.30","8/26/04",3228,11117,38911,45375,46594,29045
"257","Watchers",4.17,"Horror, Suspense, Mystery, Science Fiction, Fiction, Thriller","Dean Koontz",624,"$14.69","1/28/03",1523,4291,23033,43017,58386,26050
"258","Lucifer's Hammer",3.99,"Apocalyptic, Science Fiction, Fiction, Post Apocalyptic","Larry Niven",629,"$16.99","7/12/77",480,1741,8289,14118,12675,7461
"259","The Client",3.99,"Suspense, Mystery, Fiction, Crime, Thriller","John Grisham",483,"$24.51","3/16/10",2780,13193,84003,141267,116344,71517
"260","Angelfall",4.17,"Paranormal, Dystopia, Science Fiction, Young Adult, Angels, Fantasy","Susan Ee",288,"$10.79","8/28/12",3536,6214,21498,46475,68892,29323
"261","The Thief",3.89,"Fiction, Historical Fiction, Fantasy, Young Adult, Historical, Adventure","Megan Whalen Turner",280,"$15.00","12/27/05",1306,3338,13057,20288,17676,11133
"262","The Reader",3.75,"European Literature, Historical Fiction, Historical, World War II, German Literature, Fiction, Holocaust","Bernhard Schlink",216,"$7.40","6/26/97",3188,11778,43153,61536,36510,31233
"263","The Sound and the Fury",3.86,"Fiction, Novels, Classics, Literature","William Faulkner",326,"$7.84","10/26/90",7344,11966,28670,44939,53536,29291
"264","This Girl",4.16,"Romance, Contemporary, Young Adult, New Adult, Contemporary Romance","Colleen Hoover",304,"$24.07","4/30/13",1094,3114,11128,20410,31099,13369
"265","The Complete Novels",4.55,"Fiction, Classics, Romance","Jane Austen",1344,"$22.99","6/17/96",437,476,1700,5278,18169,5212
"266","Blue Bloods",3.68,"Young Adult, Vampires, Paranormal, Fantasy","Melissa de la Cruz",302,"$18.12","3/27/07",6217,12977,33127,35551,37989,25172
"267","Dead to the World",4.14,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy","Charlaine Harris",291,"$12.60","4/1/05",1981,6523,42968,84515,93367,45871
"268","The Zombie Room",3.63,"Mystery, Drama, Fiction, Crime, Thriller","R.D. Ronald",241,"$10.43","4/10/16",1803,1775,4016,4417,6262,3655
"269","Franny and Zooey",3.98,"Fiction, Classics, Short Stories, Literature","J.D. Salinger",201,"$4.50","1/30/01",3034,10045,37243,60335,62856,34703
"270","The Wasp Factory",3.83,"Fiction, Contemporary, Thriller, Horror","Iain Banks",192,"$5.61","4/26/98",1930,4403,13557,23005,18088,12197
"271","Last Exit to Brooklyn",3.92,"Fiction, Literature, Novels, Classics, New York, American","Hubert Selby Jr.",290,"$5.80","4/26/00",547,1223,4200,7497,6735,4040
"272","L'í_cume des jours",4,"Romance, France, Fiction, European Literature, Cultural, French Literature, Classics","Boris Vian",351,"$2.59","2/26/97",757,1533,4099,7328,9358,4615
"273","Year of Wonders",4.01,"Fiction, Historical Fiction, European Literature, British Literature, Historical","Geraldine Brooks",358,"$5.60","4/30/02",1729,5395,24075,48252,41046,24099
